"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"10740",1984-10-14,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/10/1984",NA
"10741",1984-10-15,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/10/1984",NA
"10742",1984-10-16,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/10/1984",NA
"10743",1984-10-17,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/10/1984",NA
"10744",1984-10-18,"Thu","force","Loyalist politician","Catholics",NA,"holds gun at crowd while he takes down Irish flag","UK/Northern Ireland","Belfast","British unity",NA,NA,1,0,0,0,"N",0,0,0,350000,"Reuters","18/10/1984",NA,"18/10/1984","Belfast"
"10745",1984-10-19,"Fri","attack","PIRA","government","UK troops","gunmen ambush army patrol; kill 1, wound 1","UK/Northern Ireland","Belfast","Irish unity",NA,NA,5,0,0,0,"Y",31,1,1,102701,"Reuters","19/10/1984",NA,"19/10/1984","Belfast"
"10746",1984-10-19,"Fri","attack","PIRA","government","police","gunfight with police; truck driver killed in cross-fire","UK/Northern Ireland","Dungannon","Irish unity",NA,NA,8,0,0,0,"Y",8,0,0,102701,"Reuters","19/10/1984",NA,"19/10/1984","Dungannon"
"10747",1984-10-20,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/10/1984",NA
"10748",1984-10-21,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/10/1984",NA
"10749",1984-10-22,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/10/1984",NA
"10750",1984-10-23,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/10/1984",NA
"10751",1984-10-24,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/10/1984",NA
"10752",1984-10-25,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/10/1984",NA
"10753",1984-10-26,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/10/1984",NA
"10754",1984-10-27,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/10/1984",NA
"10755",1984-10-28,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/10/1984",NA
"10756",1984-10-29,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/10/1984",NA
"10757",1984-10-30,"Tue","assassination","PIRA","government","UDR","gunmen seriously wound UDR man","UK/Northern Ireland","Derry","Irish unity",NA,"22:00",3,0,0,0,"Y",1,1,0,102701,"Reuters","31/10/1984",NA,"30/10/1984","Derry"
"10758",1984-10-31,"Wed","assassination","UVF","Catholics",NA,"shoot dead a Catholic man","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"Y",0,0,0,350000,"Reuters","31/10/1984",NA,"31/10/1984","Belfast"
"10759",1984-10-31,"Wed","occupation","machinists","firm","Molins","sit-in against plant closing","UK/Northern Ireland","Derry","unemployment",NA,NA,440,0,0,0,"N",0,0,0,550700,"Financial Times","03/11/1984",NA,"31/10/1984","Derry"
"10760",1984-11-01,"Thu","occupation","machinists","firm","Molins","sit-in against plant closing","UK/Northern Ireland","Derry","unemployment",NA,NA,440,0,0,0,"N",0,0,0,550700,"Financial Times","03/11/1984",NA,"01/11/1984","Derry"
"10761",1984-11-02,"Fri","accede","machinists","firm","Molins","agree to leave plant open for 3 months","UK/Northern Ireland","Derry","accede",NA,NA,440,0,0,0,"N",0,0,0,550700,"Financial Times","03/11/1984",NA,"02/11/1984","Derry"
"10762",1984-11-03,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/11/1984",NA
"10763",1984-11-04,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/11/1984",NA
"10764",1984-11-05,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/11/1984",NA
"10765",1984-11-06,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/11/1984",NA
"10766",1984-11-07,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/11/1984",NA
"10767",1984-11-08,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/11/1984",NA
"10768",1984-11-09,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/11/1984",NA
"10769",1984-11-10,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/11/1984",NA
"10770",1984-11-11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/11/1984",NA
"10771",1984-11-12,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/11/1984",NA
"10772",1984-11-13,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/11/1984",NA
"10773",1984-11-14,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/11/1984",NA
"10774",1984-11-15,"Thu","trial","UVF","government","court","UVF informer gets 1,762 years for murder","UK/Northern Ireland","Belfast","terror",NA,NA,1,1,0,0,"N",0,0,0,350000,"Reuters","15/11/1984",NA,"15/11/1984","Belfast"
"10775",1984-11-16,"Fri","assassination","UFF","Catholics",NA,"shoot dead Catholic milkman on way to work","UK/Northern Ireland","Belfast","British unity",NA,NA,1,0,0,0,"N",0,0,0,350000,"Reuters","16/11/1984",NA,"16/11/1984","Belfast"
"10776",1984-11-17,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/11/1984",NA
"10777",1984-11-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/11/1984",NA
"10778",1984-11-19,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/11/1984",NA
"10779",1984-11-20,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/11/1984",NA
"10780",1984-11-21,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/11/1984",NA
"10781",1984-11-22,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/11/1984",NA
"10782",1984-11-23,"Fri","assassination","UFF","Catholics",NA,"shoot dead young unemployed Catholic","UK/Northern Ireland","Belfast","British unity",NA,NA,2,0,0,0,"N",0,0,0,350000,"Reuters","23/11/1984",NA,"23/11/1984","Belfast"
"10783",1984-11-24,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/11/1984",NA
"10784",1984-11-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/11/1984",NA
"10785",1984-11-26,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/11/1984",NA
"10786",1984-11-27,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/11/1984",NA
"10787",1984-11-28,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/11/1984",NA
"10788",1984-11-29,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/11/1984",NA
"10789",1984-11-30,"Fri","trial","Loyalist politician","government","court","fined for advocating incinerators for Catholics","UK/Northern Ireland","Belfast","inflammatory statements",NA,NA,1,1,0,0,"N",0,0,0,350000,"Reuters","30/11/1984",NA,"30/11/1984","Belfast"
"10790",1984-12-01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/12/1984",NA
"10791",1984-12-02,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/12/1984",NA
"10792",1984-12-03,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/12/1984",NA
"10793",1984-12-04,"Tue","expulsion","Loyalist politician","government","legislature","pulled from assembly after hurling abuse at UK minister","UK/Northern Ireland","Belfast","inflammatory statements",NA,NA,1,1,0,0,"N",0,0,0,350000,"Reuters","04/12/1984",NA,"04/12/1984","Belfast"
"10794",1984-12-05,"Wed","bomb-nd","PIRA","government","army","blow up Landrover by mistake; though it was Jeep","UK/Northern Ireland","County Fermanagh","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","06/12/1984",NA,"05/12/1984","Fermanagh"
"10795",1984-12-06,"Thu","preempt","PIRA","government","UK troops","troops shoot dead 2 armed PIRA fighters","UK/Northern Ireland","Derry","terror",NA,NA,2,0,0,2,"Y",3,0,0,102701,"Reuters","06/12/1984",NA,"06/12/1984","Derry"
"10796",1984-12-07,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/12/1984",NA
"10797",1984-12-08,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/12/1984",NA
"10798",1984-12-09,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/12/1984",NA
"10799",1984-12-10,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/12/1984",NA
"10800",1984-12-11,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/12/1984",NA
"10801",1984-12-12,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/12/1984",NA
"10802",1984-12-13,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/12/1984",NA
"10803",1984-12-14,"Fri","trial","UK soldier","government","court","soldier convicted of murdering a civilian","UK/Northern Ireland","Belfast","murder","09/08/1983",NA,1,1,0,0,"N",0,0,0,3001,"Reuters","14/12/1984",NA,"14/12/1984","Belfast"
"10804",1984-12-15,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/12/1984",NA
"10805",1984-12-16,"Sun","bomb-nd","INLA","government","politician","bomb falls out of targeted car; defused","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"N",8,0,0,102701,"Reuters","17/12/1984",NA,"16/12/1984","Belfast"
"10806",1984-12-16,"Sun","bomb-nd","INLA","firm","nightclub","bomb nightclub where UK soldiers go","UK/Northern Ireland","Holywood","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","17/12/1984",NA,"16/12/1984","North Down"
"10807",1984-12-17,"Mon","bomb-nd","PIRA","government","UK troops","bomb injures 5 soldiers","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",5,5,0,102701,"Reuters","17/12/1984",NA,"17/12/1984","Belfast"
"10808",1984-12-17,"Mon","bomb-nd","PIRA","government","police","land mine explodes near police van","UK/Northern Ireland","Armagh","Irish unity",NA,NA,3,0,0,0,"Y",8,0,0,102701,"Reuters","17/12/1984",NA,"17/12/1984","Armagh"
"10809",1984-12-17,"Mon","gunfight","PIRA","government","police","police kill 1 PIRA fighter in post-mine battle","UK/Northern Ireland","Armagh","Irish unity",NA,NA,3,0,0,1,"Y",8,0,0,102701,"Reuters","17/12/1984",NA,"17/12/1984","Armagh"
"10810",1984-12-18,"Tue","trial","PIRA","government","court","35 suspects acquitted of terror","UK/Northern Ireland","Belfast","terror",NA,NA,35,0,0,0,"N",0,0,0,102701,"Reuters","18/12/1984",NA,"18/12/1984","Belfast"
"10811",1984-12-19,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/12/1984",NA
"10812",1984-12-20,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/12/1984",NA
"10813",1984-12-21,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/12/1984",NA
"10814",1984-12-22,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/12/1984",NA
"10815",1984-12-23,"Sun","riot","Sinn Fein","government","police","funeral of drowned PIRA fighter; violent clash","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,4,33,0,"Y",301,3,0,102701,"Reuters","23/02/1984",NA,"23/12/1984","Derry"
"10816",1984-12-24,"Mon","trial","INLA","government","court","INLA leader convicted of murdering women","UK/Northern Ireland","Belfast","terror",NA,NA,1,1,0,0,"N",0,0,0,102701,"Reuters","24/02/1984",NA,"24/12/1984","Belfast"
"10817",1984-12-25,"Tue","riot","Sinn Fein","government","police","attack police patrol with bottles & bricks","UK/Northern Ireland","Derry","Irish unity",NA,NA,151,0,0,0,"Y",31,0,0,102701,"Reuters","25/02/1984",NA,"25/12/1984","Derry"
"10818",1984-12-25,"Tue","bomb-nd","PIRA","government","police","bomb planted on railway","UK/Northern Ireland","Kilnasagart","Irish unity",NA,NA,3,0,0,0,"Y",101,0,0,102701,"Reuters","25/02/1984",NA,"25/12/1984","Newry & Mourne"
"10819",1984-12-26,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/12/1984",NA
"10820",1984-12-27,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/12/1984",NA
"10821",1984-12-28,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/12/1984",NA
"10822",1984-12-29,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/12/1984",NA
"10823",1984-12-30,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/12/1984",NA
"10824",1984-12-31,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/12/1984",NA
"10825",1985-01-01,"Tue","expulsion","Loyalist politician","DUP",NA,"The 'burn Catholics' politician is ousted from DUP","UK/Northern Ireland","Belfast","British unity",NA,NA,1,0,0,0,"N",0,0,0,350000,"Reuters","01/01/1985",NA,"01/01/1985","Belfast"
"10826",1985-01-02,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/01/1985",NA
"10827",1985-01-03,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/01/1985",NA
"10828",1985-01-04,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/01/1985",NA
"10829",1985-01-05,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/01/1985",NA
"10830",1985-01-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/01/1985",NA
"10831",1985-01-07,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/01/1985",NA
"10832",1985-01-08,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/01/1985",NA
"10833",1985-01-09,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/01/1985",NA
"10834",1985-01-10,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/01/1985",NA
"10835",1985-01-11,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/01/1985",NA
"10836",1985-01-12,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/01/1985",NA
"10837",1985-01-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/01/1985",NA
"10838",1985-01-14,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/01/1985",NA
"10839",1985-01-15,"Tue","assault","Catholics","government","UDR","teenagers joyriding in stolen car shot by UDR, 1 dead, 4 injured","UK/Northern Ireland","Belfast","repression",NA,NA,5,0,4,1,"Y",8,0,0,102701,"Reuters","15/01/1985",NA,"15/01/1985","Belfast"
"10840",1985-01-16,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/01/1985",NA
"10841",1985-01-17,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/01/1985",NA
"10842",1985-01-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/01/1985",NA
"10843",1985-01-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/01/1985",NA
"10844",1985-01-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/01/1985",NA
"10845",1985-01-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/01/1985",NA
"10846",1985-01-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/01/1985",NA
"10847",1985-01-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/01/1985",NA
"10848",1985-01-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/01/1985",NA
"10849",1985-01-25,"Fri","trial","UDR member","government","court","UDR man convicted of murder","UK/Northern Ireland","Belfast","repression",NA,NA,1,1,0,0,"N",0,0,0,350000,"Reuters","25/01/1985",NA,"25/01/1985","Belfast"
"10850",1985-01-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/01/1985",NA
"10851",1985-01-27,"Sun","march","Sinn Fein","government","police","march to commemorate Bloody Sunday","UK/Northern Ireland","Derry","repression","30/01/1972",NA,3000,0,0,0,"N",301,0,0,102701,"Reuters","27/01/1985",NA,"27/01/1985","Derry"
"10852",1985-01-27,"Sun","riot","Sinn Fein","government","police","after march, youths throw stone & firebombs at police","UK/Northern Ireland","Derry","repression","30/01/1972",NA,99,3,0,0,"Y",301,0,0,102701,"Reuters","27/01/1985",NA,"27/01/1985","Derry"
"10853",1985-01-27,"Sun","bomb-nd","Sinn Fein","government","police","home-made grenade thrown at police","UK/Northern Ireland","Derry","repression","30/01/1972",NA,1,0,0,0,"Y",301,0,0,102701,"Reuters","27/01/1985",NA,"27/01/1985","Derry"
"10854",1985-01-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/01/1985",NA
"10855",1985-01-29,"Tue","hostage-nd","PIRA","firm","car dealer","spouse of car dealer kidnapped, but escaped","UK/Northern Ireland","Armagh","Irish unity",NA,NA,1,0,0,0,"N",0,0,0,102701,"Reuters","29/01/1985",NA,"29/01/1985","Armagh"
"10856",1985-01-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/01/1985",NA
"10857",1985-01-31,"Thu","trial","INLA","government","court","spouse of INLA leader charged with kidnapping","UK/Northern Ireland","Belfast","terror",NA,NA,1,1,0,0,"N",0,0,0,102701,"Reuters","31/01/1985",NA,"31/01/1985","Belfast"
"10858",1985-02-01,"Fri","assassination","PIRA","government","UDR","shoot dead a school bus driver on the bus","UK/Northern Ireland","Derrylin","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","01/02/1985",NA,"01/02/1985","Derry"
"10859",1985-02-02,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/02/1985",NA
"10860",1985-02-03,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/02/1985",NA
"10861",1985-02-04,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/02/1985",NA
"10862",1985-02-05,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/02/1985",NA
"10863",1985-02-06,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/02/1985",NA
"10864",1985-02-07,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/02/1985",NA
"10865",1985-02-08,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/02/1985",NA
"10866",1985-02-09,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/02/1985",NA
"10867",1985-02-10,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/02/1985",NA
"10868",1985-02-11,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/02/1985",NA
"10869",1985-02-12,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/02/1985",NA
"10870",1985-02-13,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/02/1985",NA
"10871",1985-02-14,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/02/1985",NA
"10872",1985-02-15,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/02/1985",NA
"10873",1985-02-16,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/02/1985",NA
"10874",1985-02-17,"Sun","assassination","PIRA","government","prison","shoot dead prison official as he leaves church","UK/Northern Ireland","Armagh","Irish unity",NA,NA,2,0,0,0,"Y",1,0,1,102701,"Reuters","17/02/1985",NA,"17/02/1985","Armagh"
"10875",1985-02-18,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/02/1985",NA
